Aquatic Life,Avg Viz,Bottom Comp,Contact,Entry Type,Fall,Location,Max Depth,Rating,Spring,Summer,Winter
Plenty To See,38,Sand,,Boat,," Fort Lauderdale, FL",33,3.69 by 29,,83,68
,,,,,," Little Cayman, Cayman Islands",,3.50 by 2,,,
,,Sand,,Boat,," Miami, FL",,5.00 by 1,,,
Plenty To See,75.5,Sand,,Boat,73," Fort Lauderdale, FL",105.5,4.08 by 13,73,78,68
,,,,,," Fort Lauderdale, FL",,3.14 by 7,,,
,,,,,," Miami, FL",,4.50 by 2,,,
,,,,,," Miami, FL",,4.00 by 1,,,
,,,,,," Miami, FL",,4.00 by 1,,,
,,,,,," Miami, FL",,4.50 by 2,,,
,,,,,," Miami, FL",,3.00 by 1,,,
,,,,,," Miami, FL",,4.25 by 4,,,
,,,,,," Miami, FL",,4.33 by 3,,,
,,,,,," Little Cayman, Cayman Islands",,4.00 by 2,,,
,,,,,," Miami, FL",,,,,
,,,,,," Miami, FL",,,,,
,,,,,," Miami, FL",,,,,
,,,,,," Fort Lauderdale, FL",,3.57 by 7,,,
,,,,,," Little Cayman, Cayman Islands",,,,,
,,,,,," Miami, FL",,3.00 by 2,,,
,,,,,," Miami, FL",,3.00 by 1,,,
,,,,,," Miami, FL",,,,,
,,,,,," Little Cayman, Cayman Islands",,4.50 by 2,,,
,,,,,," Miami, FL",,3.50 by 2,,,
,,,,,," Miami, FL",,5.00 by 1,,,
,,,,,," Little Cayman, Cayman Islands",,,,,
,,,,,," Little Cayman, Cayman Islands",,3.00 by 2,,,
Might See Something,95.5,Sand,,Boat,83," Little Cayman, Cayman Islands",105.5,3.00 by 1,83,83,83
,,,,,," Fort Lauderdale, FL",,4.00 by 8,,,
,,,,,," Little Cayman, Cayman Islands",,4.00 by 1,,,
,,,,,," Little Cayman, Cayman Islands",,5.00 by 1,,,
,,,,,," Little Cayman, Cayman Islands",,,,,
,,,,,," Little Cayman, Cayman Islands",,4.50 by 2,,,
Might See Something,38,Sand,,Boat,," Fort Lauderdale, FL",33,4.21 by 29,,83,68
,,,,,," Little Cayman, Cayman Islands",,4.00 by 2,,,
,,,,,," Little Cayman, Cayman Islands",,,,,
Might See Something,,Coral,,Boat,," Miami, FL",,4.00 by 2,,,
,,,,,," Little Cayman, Cayman Islands",,,,,
,,,,,," Little Cayman, Cayman Islands",,,,,
,,,,,," Miami, FL",,4.67 by 6,,,
,,,,,," Little Cayman, Cayman Islands",,4.25 by 4,,,
,,,,,," Little Cayman, Cayman Islands",,,,,
,,,,,," Little Cayman, Cayman Islands",,3.75 by 4,,,
,,,,,," Little Cayman, Cayman Islands",,3.00 by 1,,,
,,,,,," Little Cayman, Cayman Islands",,,,,
,,,,,," Little Cayman, Cayman Islands",,,,,
,,,,,," Little Cayman, Cayman Islands",,,,,
,,,,,," Ontario, Canada",,,,,
,,,,,," Ontario, Canada",,,,,
,,,,,," Ontario, Canada",,,,,
,,,,,," Ontario, Canada",,,,,
,,,,,," Miami, FL",,,,,
,,,,,," Miami, FL",,,,,
Might See Something,,Coral,,Boat,," Miami, FL",,4.67 by 3,,,68
Plenty To See,55.5,Coral,,Boat,," Biscayne National Park, Miami, FL",18,,73,78,68
,,,,,," Miami, FL",,,,,
,,,,,," Miami, FL",,2.00 by 1,,,
Might See Something,23,,,,73," Miami, FL",18,,68,78,68
,,,,,," Miami, FL",,,,,
Might See Something,,Sand,,,," Miami, FL",,,,83,68
,,,,,," Ontario, Canada",,,,,
,,,,,," Ontario, Canada",,,,,
,,,,,," Ontario, Canada",,4.00 by 2,,,
,,,,,," Miami, FL",,,,,
,,,,,," Miami, FL",,3.00 by 1,,,
,,,,,," Ontario, Canada",,,,,
,,,,,," Ontario, Canada",,4.00 by 1,,,
,,,,,," Ontario, Canada",,,,,
,,,,,," Jacksonville, FL",,5.00 by 1,,,
,,,,,," Ontario, Canada",,,,,
,,,,,," Ontario, Canada",,,,,
,,,,,," Ontario, Canada",,,,,
,,,,,," Jacksonville, FL",,,,,
,,,,,," Jacksonville, FL",,4.00 by 2,,,
,,,,,," Jacksonville, FL",,4.00 by 3,,,
,,,,,," Jacksonville, FL",,4.00 by 2,,,
,,,,,," Jacksonville, FL",,5.00 by 1,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,4.00 by 1,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,4.00 by 1,,,
,,,,,," Grand Cayman, Cayman Islands",,5.00 by 1,,,
,,,,,," Grand Cayman, Cayman Islands",,5.00 by 1,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,5.00 by 1,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
Plenty To See,75.5,Sand,,Boat,78," Grand Cayman, Cayman Islands",55.5,4.50 by 2,78,78,78
,,,,,," Grand Cayman, Cayman Islands",,3.50 by 2,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Jacksonville, FL",,,,,
,,,,,," Jacksonville, FL",,,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,105.5,,,,83," Grand Cayman, Cayman Islands",95.5,5.00 by 1,83,83,83
,,,,,," Grand Cayman, Cayman Islands",,,,,
Might See Something,65.5,Sand,,Boat,," Grand Cayman, Cayman Islands",95.5,,,,
,,,,,," Jacksonville, FL",,3.00 by 1,,,
,,,,,," Grand Cayman, Cayman Islands",,4.33 by 3,,,
Plenty To See,75.5,Sand,,Boat,," Grand Cayman, Cayman Islands",85.5,4.00 by 1,,,83
,,,,,," Grand Cayman, Cayman Islands",,4.33 by 3,,,
,,,,,," Grand Cayman, Cayman Islands",,5.00 by 2,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,5.00 by 1,,,
Plenty To See,85.5,Sand,,Boat,," Grand Cayman, Cayman Islands",135.5,4.33 by 3,,,
,,,,,," Jacksonville, FL",,3.33 by 3,,,
,,,,,," Jacksonville, FL",,,,,
,,,,,," Jacksonville, FL",,,,,
,,,,,," Jacksonville, FL",,,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,3.75 by 8,,,
,,,,,," Grand Cayman, Cayman Islands",,4.00 by 1,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
Might See Something,55.5,Coral,,Boat,," Grand Cayman, Cayman Islands",105.5,5.00 by 2,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,4.00 by 2,,,
,,,,,," Grand Cayman, Cayman Islands",,4.33 by 6,,,
,,,,,," Grand Cayman, Cayman Islands",,4.00 by 1,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,4.00 by 1,,,
,,,,,," Grand Cayman, Cayman Islands",,4.00 by 1,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,Coral,,Boat,," Grand Cayman, Cayman Islands",,,,,
Might See Something,,Sand,,Boat,," Grand Cayman, Cayman Islands",,4.12 by 8,,,
,,,,,," Grand Cayman, Cayman Islands",,4.00 by 3,,,
,,,,,," Grand Cayman, Cayman Islands",,4.00 by 3,,,
,,,,,," Grand Cayman, Cayman Islands",,4.00 by 2,,,
,,,,,," Grand Cayman, Cayman Islands",,4.00 by 7,,,
,,,,,," Grand Cayman, Cayman Islands",,3.00 by 1,,,
Plenty To See,95.5,Sand,,Boat,," Grand Cayman, Cayman Islands",85.5,4.00 by 2,78,,
,,,,,," Grand Cayman, Cayman Islands",,4.37 by 27,,,
,,,,,," Grand Cayman, Cayman Islands",,3.00 by 1,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,3.00 by 3,,,
,,,,Boat,," Grand Cayman, Cayman Islands",55.5,5.00 by 1,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,5.00 by 1,,,
,,,,,," Grand Cayman, Cayman Islands",,3.83 by 6,,,
,,,,,," Grand Cayman, Cayman Islands",,4.00 by 3,,,
Might See Something,,,,Boat,," Grand Cayman, Cayman Islands",,,,,
Might See Something,,Sand,,Boat,," Grand Cayman, Cayman Islands",65.5,,,,
Might See Something,,Coral,,Boat,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
Might See Something,,Sand,,Boat,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,4.50 by 2,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,4.00 by 1,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,5.00 by 1,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,4.00 by 1,,,
,,,,,," Grand Cayman, Cayman Islands",,3.50 by 2,,,
,,,,,," Grand Cayman, Cayman Islands",,3.00 by 1,,,
,,,,,," Grand Cayman, Cayman Islands",,3.00 by 1,,,
,,Coral,,Boat,," Grand Cayman, Cayman Islands",,4.50 by 2,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,3.00 by 1,,,
Might See Something,,Sand,,Boat,," Grand Cayman, Cayman Islands",,3.00 by 1,,,
,,,,,," Grand Cayman, Cayman Islands",,3.00 by 2,,,
Plenty To See,95.5,Sand,,Boat,," Grand Cayman, Cayman Islands",55.5,4.71 by 7,,,78
,,,,,," Grand Cayman, Cayman Islands",,3.50 by 2,,,
,,,,,," Grand Cayman, Cayman Islands",,3.88 by 8,,,
,,Sand,,Boat,," Grand Cayman, Cayman Islands",,4.07 by 14,,,
,,,,,," Grand Cayman, Cayman Islands",,4.89 by 9,,,
,,,,,," Grand Cayman, Cayman Islands",,3.50 by 2,,,
Plenty To See,75.5,Sand,,Shore,78," Grand Cayman, Cayman Islands",55.5,3.60 by 5,78,83,78
,,,,,," Grand Cayman, Cayman Islands",,3.67 by 3,,,
,,,,,," Grand Cayman, Cayman Islands",,4.20 by 5,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
Plenty To See,,Coral,,Boat,," Grand Cayman, Cayman Islands",33,4.00 by 4,,,
,,,,,," Grand Cayman, Cayman Islands",,3.88 by 8,,,
Plenty To See,,No Bottom,,Boat,," Georgetown, Grand Cayman, Cayman Islands",150,5.00 by 6,,,
Plenty To See,95.5,Sand,,Boat,," San Salvador, Cayman Islands",150,3.80 by 5,,,
Might See Something,,Sand,,Boat,," Grand Cayman, Cayman Islands",,4.25 by 4,,,
Might See Something,,Coral,,Boat,," Grand Cayman, Cayman Islands",95.5,5.00 by 1,,,
Plenty To See,75.5,Sand,,Boat,," Grand Cayman, Cayman Islands",55.5,4.21 by 14,73,83,
Big Animals,65.5,Sand,,Boat,," Grand Cayman, Cayman Islands",150,3.75 by 4,,,
,,,,,," Grand Cayman, Cayman Islands",,3.83 by 6,,,
,,,,,," Grand Cayman, Cayman Islands",,4.38 by 13,,,
,,,,,," Grand Cayman, Cayman Islands",,4.00 by 1,,,
,,,,Boat,," Grand Cayman, Cayman Islands",,4.50 by 2,,,
,,Sand,,Boat,," Grand Cayman, Cayman Islands",,3.67 by 3,,,
Plenty To See,105.5,Sand,,Boat,," Grand Cayman, Cayman Islands",95.5,4.33 by 9,78,,
,,,,,," Grand Cayman, Cayman Islands",,3.67 by 3,,,
,,,,,," Grand Cayman, Cayman Islands",,4.67 by 3,,,
,,,,,," Grand Cayman, Cayman Islands",,4.67 by 3,,,
,,,,,," Grand Cayman, Cayman Islands",,4.00 by 4,,,
,,,,,," Grand Cayman, Cayman Islands",,4.00 by 1,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,,,,
,,,,,," Grand Cayman, Cayman Islands",,5.00 by 2,,,
,,,,,," Grand Cayman, Cayman Islands",,4.50 by 6,,,
,,,,,," Grand Cayman, Cayman Islands",,3.33 by 3,,,
,,,,,," Grand Cayman, Cayman Islands",,4.50 by 4,,,
Might See Something,7.5,Clay/Muck,,Shore,," Avon Park / Sebring, FL",55.5,3.03 by 29,,,
,,,,,," Ontario, Canada",,5.00 by 1,,,
,,,,,," Ontario, Canada",,4.00 by 5,,,
Might See Something,,,,Boat,50," Tobermory, ON, Canada",,4.15 by 13,50,50,50
,,,,,," Ontario, Canada",,4.00 by 2,,,
,28,,,Shore,," Big Tub Harbour, ON, Canada",23,4.00 by 3,,,
,,,,,," Ontario, Canada",,3.33 by 3,,,
,,,,,," Ontario, Canada",,4.50 by 4,,,
,,,,,," Ontario, Canada",,3.67 by 3,,,
,,,,,," Ontario, Canada",,5.00 by 1,,,
,,,,,," Ontario, Canada",,,,,
,,,,,," Ontario, Canada",,3.75 by 4,,,
Might See Something,,,,Boat,," Naples, FL",,3.33 by 3,,,
,,,,,," Naples, FL",,,,,
,,,,,," Naples, FL",,4.00 by 1,,,
,,,,,," Ontario, Canada",,3.00 by 1,,,
,,,,,," Naples, FL",,5.00 by 1,,,
,,,,,," Naples, FL",,,,,
Might See Something,,,,Boat,," Naples, FL",,3.00 by 1,,,
,,,,,," Naples, FL",,,,,
,,,,,," Ontario, Canada",,,,,
,,,,,," Ontario, Canada",,,,,
,,,,,," Ontario, Canada",,,,,
,,,,,," Naples, FL",,,,,
Might See Something,,Rock,,Boat,," Naples, FL",150,3.50 by 4,,,73
,,,,,," Naples, FL",,3.67 by 3,,,
,,,,,," Ontario, Canada",,,,,
,,,,,," Ontario, Canada",,,,,
,,,,,," Ontario, Canada",,,,,
Might See Something,13,,,Shore,," St. Clair River, Sarnia, ON, Canada",55.5,4.00 by 1,,,50
Plenty To See,95.5,Rock,3525283344,,," 5390 NE 180th Ave, Williston, FL 32696",55.5,3.99 by 199,,,
,,,,,," Ontario, Canada",,,,,
,,,,,," Ontario, Canada",,,,,
,,,,,," Ontario, Canada",,,,,
,,,,,," Ontario, Canada",,,,,
Might See Something,115.5,Sand,13864547188,Shore,73," 5000 NE 60th Ave, High Springs, FL 32643",45.5,4.17 by 196,73,73,73
,,,,,," Ontario, Canada",,,,,
Might See Something,,Sand,,Boat,," Naples, FL",115.5,,,,68
,45.5,,,,," N 27 40.720 W 082 51.820, Tampa / St. Petersburg, FL",55.5,3.14 by 7,,,
None,,Sand,,Shore,68," 105th Lane, Branford, FL",,4.17 by 12,68,68,68
Might See Something,28,,,Boat,," Tampa / St. Petersburg, FL",45.5,3.50 by 4,,83,68
,,,,,," Tampa / St. Petersburg, FL",,3.00 by 1,,,
Might See Something,45.5,Clay/Muck,3869354835,Shore,73," 674 N.E. Troy Springs Road, Branford, FL 32008",65.5,3.92 by 48,73,73,73
,,,,,," Tampa / St. Petersburg, FL",,3.00 by 6,,,
Plenty To See,23,Sand,,Shore,68," 20051 157th Lane, OBrian, FL 32071",45.5,3.50 by 8,68,68,68
,,,,,," Tampa / St. Petersburg, FL",,4.00 by 3,,,
,,,,,," Florida Springs, FL",,5.00 by 1,,,
Might See Something,45.5,Clay/Muck,,Shore,73," Luraville, FL",,3.96 by 23,73,73,73
,,,,,," Tampa / St. Petersburg, FL",,3.72 by 18,,,
Plenty To See,38,Sand,,Boat,68," Tampa / St. Petersburg, FL",75.5,3.85 by 13,73,73,68
Might See Something,150,Rock,,Shore,73," 8300 N.E. State Road 6, Lee, FL 32059",150,3.88 by 8,73,73,73
,,,,,," Detour, MI",,,,,
,28,,4194563300,,63," 3763 Old St. Rt. 224, Gilboa, OH 45875",115.5,3.82 by 101,52.5,68,50
Might See Something,18,Clay/Muck,4045968181,Shore,73," 801 Old Tennessee Highway NE, White, GA 30184",150,3.68 by 28,58,83,52.5
,,,,,," Ontario, Canada",,,,,
Plenty To See,150,Sand,,Boat,73," Marianna, FL",,3.75 by 4,68,73,68
,,,,,," Marianna, FL",,5.00 by 1,,,
,,,,,," Florida Springs, FL",,3.33 by 3,,,
Might See Something,,Sand,,Boat,," Panama City, FL",105.5,3.67 by 3,,,
,,,,,," Panama City, FL",,4.00 by 4,,,
,95.5,Sand,,Boat,68," Vernon, FL 32462",28,4.00 by 6,68,68,68
Might See Something,150,Clay/Muck,,Boat,68," Vernon, FL 32462",23,4.00 by 1,68,68,68
,,,,,," Panama City, FL",,5.00 by 2,,,
Big Animals,33,Sand,,Boat,," Panama City, FL",75.5,4.00 by 8,,83,
Plenty To See,,Sand,,Boat,," Panama City, FL",75.5,4.00 by 28,,,
,,,,,," Panama City, FL",,3.20 by 5,,,
,,,,,," Panama City, FL",,4.00 by 5,,,
Plenty To See,,Sand,,Boat,," Panama City, FL",75.5,3.86 by 57,,,
,,,,,," Panama City, FL",,4.20 by 5,,,
,,,,,," Panama City, FL",,3.00 by 1,,,
,,,,,," Panama City, FL",,4.00 by 2,,,
,,,,,," Panama City, FL",,4.50 by 6,,,
Plenty To See,,Sand,,Boat,," Destin, FL",,3.61 by 28,,,
Plenty To See,33,Sand,,Shore,," Roatan, Honduras",95.5,4.30 by 23,,,
Plenty To See,33,Sand,,Shore,," Roatan, Honduras",75.5,4.12 by 16,,,
Plenty To See,,Sand,,Boat,," Destin, FL",75.5,3.77 by 30,,,
Might See Something,,Coral,,Shore,," Roatan, Honduras",85.5,4.35 by 17,,83,
,,,,,," Roatan, Honduras",,5.00 by 1,,,
,,,,,," Roatan, Honduras",,4.00 by 7,,,
,,,,,," Roatan, Honduras",,3.83 by 6,,,
,,,,,," Destin, FL",,4.00 by 5,,,
Might See Something,65.5,Sand,,Shore,," West End, Roatan, Honduras",23,3.00 by 1,,,
,,,,,," Roatan, Honduras",,3.71 by 7,,,
Plenty To See,,,,Boat,," Roatan, Honduras",95.5,4.00 by 9,,,
,,,,,," Destin, FL",,3.73 by 15,,,
,,,,,," Destin, FL",,4.25 by 4,,,
,,,,Boat,50," ON, Canada",150,,50,50,50
,45.5,,,,78," Pensacola, FL",85.5,4.67 by 3,78,83,63
Plenty To See,65.5,Sand,,Boat,," Cozumel, Quintana Roo, Mexico",150,4.38 by 166,,,78
Plenty To See,,,,Boat,," Pensacola, FL",135.5,4.18 by 62,,,
,,,,,," Pensacola, FL",,4.33 by 6,,,
,,,,,," Pensacola, FL",,3.33 by 3,,,
,,,,,," Pensacola, FL",,4.00 by 1,,,
Plenty To See,45.5,Sand,,Boat,78," Pensacola, FL",85.5,4.00 by 3,73,83,68
Plenty To See,45.5,Sand,,Boat,," Pensacola, FL",95.5,3.92 by 13,,,
Plenty To See,45.5,Sand,,Boat,78," Pensacola, FL",95.5,4.33 by 18,73,83,68
Plenty To See,28,Sand,,Boat,," Pensacola, FL",55.5,3.67 by 12,,,
Plenty To See,45.5,Sand,,Boat,73," Pensacola, FL",105.5,3.94 by 17,73,83,68
Plenty To See,45.5,Sand,,Boat,," Pensacola, FL",,4.25 by 4,,,
,,,,,," Pensacola, FL",,4.33 by 3,,,
Plenty To See,,Sand,,Boat,," Pensacola, FL",,4.00 by 1,,,
Plenty To See,45.5,Sand,,Boat,," Pensacola, FL",,4.50 by 2,,,
Plenty To See,13,Sand,,Boat,78," Pensacola, FL",18,4.00 by 2,78,83,68
Plenty To See,23,Sand,,Boat,," Pensacola, FL",28,3.56 by 9,,,
Might See Something,95.5,Clay/Muck,,Shore,73," 17 Km. south of Tulum, Tulum, Quintana Roo 77764, Mexico",65.5,3.88 by 16,73,73,68
Might See Something,55.5,No Bottom,,Boat,," Ambergris, Lighthouse Reef, Belize",150,4.02 by 65,78,83,
,,,,,, MI,,4.00 by 1,,,
Plenty To See,85.5,Sand,5012263082,Boat,," Beach Front San Pedron Town, Ambergris Caye, Belize",28,3.97 by 29,,,83
Might See Something,23,Sand,,Shore,, WI,55.5,2.00 by 2,,,
,,,,,, MN,,,,,
,,,,,, MN,,3.00 by 1,,,
,,,,,, MN,,,,,
,,,,,, MN,,,,,
,,,,,, MN,,,,,
,,,,,, MN,,,,,
,,,,,, MN,,,,,
,,,,,, MN,,,,,
,,,,,, MN,,3.00 by 4,,,
,,,,,," Manitoba, Canada",,3.50 by 2,,,
Plenty To See,33,Sand,4323752370,Shore,73," Toyahvale, TX 79786",23,4.10 by 51,73,73,73
Might See Something,,,,Boat,," San Carlos, Sonora, Mexico",,3.40 by 10,,,
,,,,,," San Carlos, Sonora, Mexico",,3.44 by 9,,,
,,,,,," San Carlos, Sonora, Mexico",,3.25 by 4,,,
,,,,,," San Carlos, Sonora, Mexico",,3.00 by 3,,,
,,,,,, UT,,2.40 by 5,,,
,,,,,, CA,,5.00 by 1,,,
,,,,Shore,," La Jolla, CA",,3.54 by 46,,,
,,,,Shore,," La Jolla, CA",,3.56 by 9,,,
Plenty To See,7.5,Sand,,Boat,," San Diego, CA",65.5,3.56 by 9,,,
,,,,Shore,," La Jolla, CA",,,,,
Plenty To See,18,Sand,,Shore,," La Jolla, CA",,3.48 by 42,,,
,,,,Shore,," La Jolla, CA",,3.00 by 1,,,
,23,,,Boat,," San Diego, CA",75.5,3.33 by 3,,,
,23,,,Boat,," San Diego, CA",85.5,3.44 by 27,,,
,,,,Shore,," La Jolla, CA",,5.00 by 1,,,
,,,,Shore,," La Jolla, CA",,3.50 by 2,,,
,,,,Shore,," San Diego, CA",,5.00 by 1,,,
,,,,Shore,," La Jolla, CA",,5.00 by 1,,,
,,,,Shore,," Cardiff - San Diego, CA",,,,,
Plenty To See,33,Sand,,Boat,," San Diego, CA",95.5,3.68 by 41,,58,
Might See Something,,,,Shore,," San Onofre, CA",,5.00 by 1,,,
,,,,Shore,," Laguna Beach, CA",,5.00 by 2,,,
,,,,Shore,," Laguna, CA",,3.33 by 3,,,
,,,,,," Laguna Beach, CA",,3.33 by 18,,,
,,,,Shore,," Laguna, CA",,3.18 by 11,,,
,,,,Shore,," Laguna, CA",,3.50 by 30,,,
,,,,Shore,," Laguna Beach, CA",,3.55 by 11,,,
Plenty To See,18,Sand,,Shore,," Laguna Beach, CA",45.5,3.48 by 80,,,58
Might See Something,18,Sand,,Shore,58," Laguna Beach, CA",75.5,3.56 by 16,63,68,52.5
Plenty To See,13,Sand,,Shore,63," Laguna Beach, CA",38,3.59 by 34,58,63,52.5
,,,,Shore,," Newport Beach - coast, CA",,,,,
,,,,Shore,," Newport Beach - coast, CA",,3.71 by 7,,,
,,,,Shore,," Newport Beach - coast, CA",,,,,
Might See Something,,Sand,,Shore,63," Corona del Mar, CA",,3.43 by 7,58,68,52.5
,,,,Shore,," Newport Beach, CA",,4.00 by 1,,,
Plenty To See,,Rock,,,," Laguna, CA",38,3.43 by 7,,,
,,Sand,,Boat,," Catalina Island, CA",,3.57 by 23,,,
,,,,Boat,," San Clemente Island, CA",,4.20 by 20,,,
,,,,,, Redondo Submarine Canyon,,3.57 by 7,,,
,,,,Shore,," Palos Verdes, CA",,3.31 by 16,,,
,13,Sand,,Shore,," Palos Verdes, CA",,3.89 by 18,,,
,,,,,, CA,,3.67 by 3,,,
Plenty To See,,Sand,,Shore,," Paseo Del Mar, Palos Verdes Peninsula, CA",,3.29 by 7,,,
,,,,Shore,, CA,,3.60 by 5,,,
,,,,Shore,, CA,,3.80 by 5,,,
Plenty To See,18,Vegetation,,Shore,," Mulholland Hwy & Pacific Coast Hwy, Malibu, CA 90265",38,3.64 by 14,,,
,,,,Shore,," Malibu, CA",,3.78 by 9,,,
Plenty To See,45.5,Rock,,Boat,58," Santa Barbara Island, CA",85.5,3.71 by 14,,,
,,,,Shore,," Oxnard - Port Hueneme, CA",,5.00 by 1,,,
,,,,Shore,," Santa Barbara, CA",,3.00 by 1,,,
,,,,Shore,," 3019-3101 Cliff Dr, Santa Barbara, CA 93109",,3.00 by 1,,,
,,,,Shore,," Santa Barbara coast, CA",,3.57 by 7,,,
,,,,Shore,," Santa Barbara coast, CA",,3.00 by 4,,,
Might See Something,,Sand,,Shore,," Pismo Beach, CA",,,,,
,,,,Shore,," Pismo Beach, CA",,,,,
,,,,Shore,," Morro Bay, CA",,,,,
,,,,Shore,," Morro Bay, CA",,4.00 by 1,,,
,,,,Shore,," Los Osos, CA",,4.00 by 1,,,
,,,,Shore,," San Simeon, CA",,2.00 by 1,,,
,,Sand,,Shore,," Gorda, CA",,3.33 by 3,,,
,,,,Shore,," Monterey, CA",,3.36 by 11,,,
Might See Something,13,Sand,,Shore,52.5," Monterey, CA",65.5,3.61 by 84,52.5,52.5,52.5
,,Sand,,Shore,," Monterey, CA",,3.90 by 10,,,
Might See Something,,Sand,,Shore,," Monterey, CA",45.5,3.83 by 23,,,52.5
Might See Something,,Sand,,Shore,," Monterey, CA",,3.50 by 32,,,
Plenty To See,33,Sand,,Shore,58," Carmel, CA",150,4.18 by 17,52.5,52.5,58
,,,,,," Monterey, CA",,4.22 by 9,,,
Plenty To See,28,Sand,,Shore,52.5," Carmel, CA",65.5,4.07 by 14,52.5,52.5,52.5
,,,,Shore,," Carmel, CA",,,,,
,,,,Shore,," Carmel, CA",,3.60 by 5,,,
Might See Something,,,,Shore,," Monterey, CA",,5.00 by 1,,,
Might See Something,,,,Shore,," 62 Hwy 1, Carmel - Monterey, CA 93923",,4.27 by 26,,,
Might See Something,,,,Shore,," Monterey, CA",,3.62 by 8,,,
Might See Something,13,Sand,,Shore,," Mukilteo, WA",55.5,2.83 by 6,,,
,18,Sand,,Shore,50," Mukilteo, WA",150,3.50 by 12,50,52.5,50
Might See Something,18,Sand,,Shore,52.5," Mukilteo, WA",75.5,3.67 by 3,50,52.5,50
,,,,Shore,," Des Moines, WA",,3.56 by 9,,,
Might See Something,,Clay/Muck,,Shore,," West of Marysville, WA 98270",,4.00 by 1,,,
,,,,Shore,," West Seattle, WA",,3.57 by 7,,,
Might See Something,,,,Boat,," Harbor Avenue SW, Seattle, WA",,3.00 by 1,,,
Might See Something,,Sand,,Shore,," Edmonds, WA",,3.97 by 32,,,
Might See Something,7.5,Sand,,Shore,50," Richmond Beach Park, Seattle, WA",,2.50 by 2,50,50,50
Might See Something,,Sand,,Shore,," Seattle, WA",,3.17 by 6,,,
Might See Something,7.5,Sand,,Shore,50," Seattle, WA",45.5,3.60 by 5,50,50,50
,7.5,Sand,,Shore,50," Seattle, WA",85.5,3.71 by 14,50,50,50
Plenty To See,7.5,Sand,,Boat,50," Tacoma/Gig Harbor, WA",150,3.44 by 9,50,50,50
Might See Something,28,Sand,,Shore,52.5," Gig Harbor, WA",55.5,3.43 by 7,52.5,52.5,50
Plenty To See,7.5,Sand,,Shore,50," Steilacoom, WA",65.5,3.31 by 16,50,50,50
Plenty To See,,,,Shore,," Ozette Drive, Fox Island, WA",,3.00 by 1,,,
,,,,Shore,," Port Gamble, WA",,3.00 by 1,,,
Plenty To See,13,Sand,,Shore,50," Deception Pass State Park, Anacortes -Fidalgo Island, WA",150,3.80 by 5,50,50,50
Plenty To See,,Rock,,Shore,," Fort Casey State Park, WA",75.5,3.89 by 9,,,
